#Table1
specobjid,ra,dec
6987447626582218752,12.636209,12.45324
6987443503413614592,12.63724,12.792358
6986475657330186240,12.639222,11.745197
6986482254399952896,12.639447,11.392371
6986218646487193600,12.639743,10.963446
5116272068732934144,12.640328,10.602358
5116273443122468864,12.640997,10.876379
6987443228535707648,12.642652,12.880152
12432188562593830912,12.643595,12.728127
6986483628789487616,12.644239,11.692153
6986479505620883456,12.644548,11.78201
6424531481801283584,12.646699,11.597489
6424522410830354432,12.650741,11.054326
6987439105367103488,12.651545,12.494104
5116275917023631360,12.654572,10.242607
6986215347952310272,12.655837,10.714329
12432187188204296192,12.659639,12.593146
6987443778291521536,12.661052,12.981723
12432190761617086464,12.662532,12.789655
12432188287715923968,12.665085,12.740708
6424533131068725248,12.665139,11.379626
6986219196243007488,12.666023,11.283852
6986483353911580672,12.667695,11.377394
6986219471120914432,12.672081,11.243032
6987437456099661824,12.672892,12.291661
12432187737960110080,12.673677,12.660487
6986481154888325120,12.674096,11.757008
12432188012838017024,12.677815,12.753922
6987437181221754880,12.678439,12.145355
6986215897708124160,12.680324,10.71379
6986479230742976512,12.682707,11.776969
6987442403901986816,12.683748,12.79608
5116281964337584128,12.684617,10.796707
6986220295754635264,12.688196,10.210064
6986217546975565824,12.689332,10.603786
6424528458144307200,12.689375,11.56082
6987442129024079872,12.690394,12.81533
12446977543189583872,12.69157,10.054748
6986214798196496384,12.691788,10.826566
6424521311318726656,12.691832,10.905397
5116287187017816064,12.693507,10.139564
6986216172586031104,12.693664,10.923131
6987439655122917376,12.69385,12.626355
6987438005855475712,12.693899,12.383964
6986222494777890816,12.694541,10.401672
6987441854146172928,12.695324,12.571779
12432188837471737856,12.695901,12.793899
6986215622830217216,12.696043,10.69353
6986482529277859840,12.698626,11.48486
6986221945022076928,12.699787,10.224429
12432190211861272576,12.702564,12.777331
6987435257076406272,12.707117,12.270204
5116277841168979968,12.707284,10.030631
12432190486739179520,12.707589,12.972643
6424531206923376640,12.709651,11.57699
6987435806832220160,12.711641,12.290462
6986480880010418176,12.712104,11.652323
6987440204878731264,12.714406,12.630296
6424531756679190528,12.714695,11.281502
5116285812628281344,12.714895,10.10723
5116284713116653568,12.716528,10.696391
6987435531954313216,12.716565,11.803231
6987436631465940992,12.716675,12.118331
6424521036440819712,12.717053,11.00155
12432187463082203136,12.71924,12.716037
6987437730977568768,12.719436,12.375882
6987442678779893760,12.71994,12.911777
12432189112349644800,12.722771,12.770053
6986483903667394560,12.723445,11.673902
6987436356588034048,12.725141,12.319448
6987434982198499328,12.726881,11.877792
6987434707320592384,12.727828,12.270657
6987439930000824320,12.730259,12.67004
5116282788971304960,12.732043,10.272443
6987436081710127104,12.735417,11.837547
6424530657167562752,12.735511,11.619365
12432189662105458688,12.735621,12.797657
5116283888482932736,12.736121,10.808245
6987440754634545152,12.736652,12.541108
6987438830489196544,12.736772,12.399226
5116285262872467456,12.737094,10.174932
6424533405946632192,12.737242,11.228791
6987438280733382656,12.738397,12.374989
6987444877803149312,12.739258,12.960826
6987436906343847936,12.739636,12.426749
6987441304390359040,12.740601,12.72263
6986215073074403328,12.745415,10.61172
6987442953657800704,12.745997,12.847603
6424532856190818304,12.75235,11.194686
6987439380245010432,12.760264,12.014765
5116286087506188288,12.762111,10.195349
6986223319411611648,12.762665,10.484935
5116283338727118848,12.767569,10.491342
6986220845510449152,12.767949,10.358026
5116286637262002176,12.769648,10.15591
6987438555611289600,12.769881,12.484107
6986219745998821376,12.770634,11.313214
5116286362384095232,12.771842,10.133591
6987430034396174336,12.772155,12.569589
6987430309274081280,12.773362,12.670219
5116284163360839680,12.775002,10.363027
6424529832533841920,12.775004,11.948895
12446976993433769984,12.778578,10.071054
6986480055376697344,12.780359,11.846675
6424530382289655808,12.784396,11.857254
6987428934884546560,12.786777,12.531578
5116283613605025792,12.790504,10.280577
5116286912139909120,12.791373,10.192443
6424529557655934976,12.791514,11.722784
6987433882686871552,12.794966,12.767884
6424517463028029440,12.795741,10.615209
5116283063849211904,12.796491,10.424016
5116284987994560512,12.80114,10.607981
6986210400149985280,12.806919,10.622457
5116288286529443840,12.807031,10.078858
5116284438238746624,12.807699,10.765476
5116285537750374400,12.808362,10.559366
6424530107411748864,12.813158,11.673182
5116282514093398016,12.81687,10.313856
12446977268311676928,12.818347,10.10155
6987434432442685440,12.822465,12.139649
5116295433355024384,12.82261,10.261223
5116289660918978560,12.826773,10.103361
6987427285617104896,12.827784,12.225334
6424529282778028032,12.828259,11.753971
6986481704644139008,12.830409,11.324795
6424525984243144704,12.832953,12.110942
6986221120388356096,12.835623,10.506164
12446976443677956096,12.835814,10.094366
12446973145143072768,12.837875,10.302626
12446974519532607488,12.839992,10.363469
6986214523318589440,12.849737,11.265743
6986210949905799168,12.849839,10.747568
6986223594289518592,12.85107,10.526297
12446973969776793600,12.851729,10.065818
6424518012783843328,12.852445,10.601282
6987430859029895168,12.855837,12.970127
6986209850394171392,12.856691,10.854857
12446972870265165824,12.857134,10.192606
6424529007900121088,12.858001,11.88533
6986481429766232064,12.861679,11.337104
6986212874051147776,12.862081,11.07411
6424530932045469696,12.862827,11.524843
6987423162448500736,12.866843,12.017725
6987426735861291008,12.867262,12.214553
6424520761562912768,12.867459,10.672181
6987429484640360448,12.872354,12.577371
5116299281645721600,12.872883,10.093775
6424532581312911360,12.872963,11.222855
5116298182134093824,12.873784,10.324433
6987433607808964608,12.874131,12.993665
6424519662051284992,12.875257,10.895807
6986213423806961664,12.877586,11.145448
6987428660006639616,12.879053,12.561196
5116293509209675776,12.880845,10.660315
5116296257988745216,12.88228,10.115369
6986479780498790400,12.88235,11.443751
5116296807744559104,12.885433,10.561403
6987428385128732672,12.885881,12.369753
6987430584151988224,12.887978,12.630821
12446973420020979712,12.889213,10.070348
5116294883599210496,12.89042,10.843923
5116294333843396608,12.891844,10.425474
5116295708232931328,12.892151,10.50997
5116297357500372992,12.893942,10.358077
6424521861074540544,12.893972,11.169358
5116297907256186880,12.896507,10.152869
6424519112295471104,12.898363,10.991865
6986213148929054720,12.899759,10.540715
6424518562539657216,12.903773,10.768037
5116297082622466048,12.904915,10.469626
6424522135952447488,12.905256,10.969208
5116293784087582720,12.911275,10.675591
5116296532866652160,12.911397,10.131481
6424526533998958592,12.913129,12.095442
6986210125272078336,12.91851,10.94194
6987433332931057664,12.919224,12.949316
6987425086593849344,12.920367,12.513708
6987431133907802112,12.923001,12.741011
12446972320509351936,12.925764,10.113758
12446974244654700544,12.925958,10.004288
5116294058965489664,12.928048,10.517195
6986209575516264448,12.928694,10.546541
6424528183266400256,12.931387,11.910085
6986210675027892224,12.931981,11.0827
6987432233419429888,12.933308,12.553985
5116295158477117440,12.935804,10.571265
6424521586196633600,12.940419,11.075847
6987427835372918784,12.940628,12.180856
6987424536838035456,12.942517,11.89452
6424519936929191936,12.945007,11.057653
6987431683663616000,12.945245,12.964403
6986481979522045952,12.945523,11.35745
6424532031557097472,12.945997,11.243307
6987425361471756288,12.946733,12.119501
5116295983110838272,12.94789,10.345002
6424527083754772480,12.94987,12.053074
6986211774539520000,12.950664,10.651456
5116297632378279936,12.951375,10.205953
6987429759518267392,12.952523,12.750874
6987426460983384064,12.953415,12.32475
6987427560495011840,12.954472,12.404506
5116294608721303552,12.956123,10.73138
6424528733022214144,12.957677,11.896131
6424527633510586368,12.958514,12.161686
5116308352616650752,12.959043,10.518467
6424518287661750272,12.959222,11.023433
6986480330254604288,12.959414,11.440929
6987432783175243776,12.960783,12.582326
6987432508297336832,12.960974,12.995525
6987426186105477120,12.962428,12.060275
6986209300638357504,12.964769,10.812539
6987424811715942400,12.965507,12.526786
5116292959453861888,12.966442,10.884918
5116308077738743808,12.966949,10.331448
5116306978227116032,12.967025,10.828405
6987424261960128512,12.968291,12.093337
6986211499661613056,12.96876,11.233185
6987429209762453504,12.96892,12.685519
6986212324295333888,12.969939,11.135056
6424519387173378048,12.973212,10.965765
5116308902372464640,12.975075,10.201675
6986213973562775552,12.976981,11.270879
6424520211807098880,12.977825,11.094382
5116308627494557696,12.978201,10.164334
5116307527982929920,12.97899,10.642982
12446975344166328320,12.980591,10.269749
12446974794410514432,12.982839,10.396531
6987428110250825728,12.983102,12.461689
6424535604969887744,12.983591,11.867147
6987422887570593792,12.984172,12.981088
6987425911227570176,12.98811,12.413351
6987427010739197952,12.988532,12.528667
6987423712204314624,12.989095,11.871099
6987420963425245184,12.989823,12.731559
6424538628626864128,12.990741,11.276008
6987419863913617408,12.991179,12.588308
12446972595387258880,12.996543,10.278452
6986212049417426944,12.996561,10.987603
5116305054081767424,12.996954,10.398398
6987417664890361856,12.998991,12.55146
6424532306435004416,12.999648,11.441236
