#Table1
objid,ra,dec
1237678919672070469,10.0055220836459,12.4750789007362
1237678918598328785,10.0055403276588,11.7337366264647
1237678918598329168,10.0055417584352,11.7666628078476
1237678918598329257,10.0055721290532,11.758667090943
1237679320167416148,10.005585133655,11.1325939313488
1237678907323711998,10.0055871206219,10.4298701684894
1237678907860583038,10.0055983982156,10.9137542507688
1237678858475864807,10.0056351671078,11.9197749366949
1237678907860582815,10.0056370047884,10.8110529607634
1237678906786841024,10.0056374006583,10.0000484321333
1237678859549606919,10.0056479809239,12.8380238799748
1237678907860583039,10.0056561273258,10.8669559364017
1237679319630546049,10.0056565224366,10.6982927690831
1237678858475864660,10.0056575076994,11.9466964747819
1237678918598328788,10.0056641974997,11.6341297767772
1237679320167416153,10.0056727108247,11.0988941643945
1237679319630544908,10.0056839975824,10.7679871406721
1237678920208941520,10.0057075524742,12.8909706912659
1237679319630544905,10.0057177109613,10.7649585346697
1237678907323712001,10.0057318472373,10.4558734405832
1237678920208941514,10.0057387960667,12.9605128944279
1237678918061457787,10.005746314261,11.3852193131296
1237678918598328786,10.0057842765553,11.7045346453101
1237679319630545285,10.0058162813858,10.673001617387
1237678918061457490,10.005833313069,11.2022788066542
1237678918598328791,10.0058344198942,11.6233771998443
1237679320167415887,10.0058371409415,11.2023537131891
1237678858475864809,10.0058554321761,11.885790554619
1237679319630545288,10.0058561409832,10.5937444616912
1237678906786841022,10.0058839751534,10.0295875720502
1237678919135199463,10.0058986445511,12.2209321923551
1237678906786906151,10.1437966999163,10.1296095949693
1237679319093675212,10.1438053347839,10.3385527073688
1237678918598394074,10.1438069191806,11.6281424447365
1237678907323777472,10.1438083581829,10.4199781457228
1237678859012800936,10.1438107956179,12.4352407896419
1237678906786906445,10.1438183729016,10.0558026793132
1237678918061523386,10.1438392248567,11.3937744285475
1237678920209007029,10.1438411873321,12.9805351521615
1237678920209007039,10.1438745765613,12.875857996045
1237678918598394633,10.1438832242702,11.6592590842689
1237678918598394239,10.1438997761549,11.8054827203747
1237678918598394471,10.1439048650434,11.6969847867681
1237678920209006703,10.1439087796868,12.9020070028516
1237678906786906152,10.1439228403935,10.1302441217181
1237678858475929714,10.1439253282994,11.9381935711443
1237678907323777468,10.1439266798867,10.3873072756547
1237679319630545694,10.1439285696794,10.7281549890115
1237678907323777939,10.1439329544353,10.4374974401578
1237678859549671945,10.1439382900273,12.7912963425757
1237679320167416697,10.1439427265359,11.0809799568651
1237678919135265266,10.1440019997475,12.2215605412711
1237678918598394470,10.1440305817256,11.7218801818285
1237678857939059188,10.1440385088913,11.4742244624239
1237678919672136331,10.1440413919236,12.5348682313037
1237678907860648029,10.1440600052,10.8496474431991
1237678907860648363,10.1440852307065,10.8096554890274
1237678918061523135,10.1440998332774,11.3848488145703
1237678918061523064,10.1441100348159,11.3192516377273
1237679320167416066,10.1441280106611,11.1013653304187
1237678907860648360,10.1441365167655,10.9468430538279
1237679319093739815,10.1441451405578,10.2293023523031
1237679320167416149,10.0059254187028,11.1094478942348
1237678918598328344,10.0059322161462,11.743678193585
1237678907860582814,10.0059610234705,10.8688411584031
1237678907323711582,10.0060362641585,10.4106954192771
1237678918061458200,10.0060452548009,11.2261454168246
1237678918598329289,10.0060575175255,11.6478843981584
1237678907323711753,10.0060633422401,10.5498927528281
1237679319093674027,10.0060939749021,10.2806937081366
1237678907323712434,10.0061165267136,10.5193844742666
1237678907323712436,10.0061213318556,10.4521953252171
1237678858475864137,10.0061373191316,11.8924985628136
1237678920208941523,10.0061668036845,12.8880829107767
1237679319093674342,10.0061728411176,10.3551447259129
1237678858475864136,10.0061754320736,11.8948908205298
1237679320167416155,10.0061812388541,11.107169348832
1237678920208941521,10.006220081729,12.8892776488003
1237678859012735831,10.0062240240417,12.3203642898664
1237678858475864656,10.0062249453846,11.9850881863377
1237678907323712004,10.0062280139585,10.4578572611221
1237678907860583170,10.0062427096132,10.9995707842732
1237678907323712280,10.0062543545753,10.5863317628877
1237678859012735801,10.0062856811531,12.4101020192575
1237678918061458034,10.0062935244312,11.2681574625721
1237678907323711993,10.0062968788306,10.5706786131428
1237679319093674028,10.0063046759229,10.2743170789362
1237678918061457546,10.0063066473163,11.3958212887936
1237678919672070780,10.0063372180324,12.6513863834695
1237678919672070471,10.0063516128134,12.4982507355054
